"0207133000","094068","134","EUR","TNE","",
"0207134000","094068","93","EUR","TNE","",
"0207136000","094068","231","EUR","TNE","",
"0207137000","094068","504","EUR","TNE","",
"0207142000","094068","179","EUR","TNE","",
"0207143000","094068","134","EUR","TNE","",
"0207144000","094068","93","EUR","TNE","",
"0207146000","094068","231","EUR","TNE","",
"0207141000","094069","795","EUR","TNE","",
"0207141000","094410","0","","","",
"0207145000","094410","0","","","",
"0207147000","094410","0","","","",
"0207141000","094411","0","","","",
"0207145000","094411","0","","","",
"0207147000","094411","0","","","",
"0207141000","094412","0","","","",
"0207145000","094412","0","","","",
"0207147000","094412","0","","","",
"0207271000","094420","0","","","",
"0207272000","094420","0","","","",
"0207278000","094420","0","","","",
"0207271000","094421","0","","","",
"0207272000","094421","0","","","",
"0207278000","094421","0","","","",
"0207271000","094422","0","","","",
"0207272000","094422","0","","","",
"0207278000","094422","0","","","",
"0210993900","094211","15.4","","","",
"0210993900","094212","15.4","","","",
"0210993900","094213","15.4","","","",
"0402101900","094590","47.5","EUR","DTN","",
"0405101100","094195","70","EUR","DTN","",
"0405101900","094195","70","EUR","DTN","",
"0405103000","094195","70","EUR","DTN","",
"0406902100","094595","21","EUR","DTN","",
"0406902100","094514","17.06","EUR","DTN","",
"0406902100","094513","13.5","EUR","DTN","",
"0407003000","094015","152","EUR","TNE","",
"0703200000","094105","9.6","","","",
"0703200000","094106","9.6","","","",
"1001990000","094123","12","EUR","TNE","",
"1001990000","094124","12","EUR","TNE","",
"1001990000","094125","12","EUR","TNE","",
"1003000000","094126","16","EUR","TNE","",
"1005109000","094131","0","","","",
"1005900000","094131","0","","","",
"1006200000","094148","15","","","",
"1006300000","094127","0","","","",
"1006300000","094128","0","","","",
"1006300000","094129","0","","","",
"1006300000","094130","0","","","",
"1006300000","094112","0","","","",
"1006300000","094116","0","","","",
"1006300000","094117","0","","","",
"1006300000","094118","0","","","",
"1006300000","094119","0","","","",
"1006300000","094113","0","","","",
"1006300000","094166","0","","","",
"1006400000","094168","0","","","",
"1006400000","094150","45","EUR","TNE","",
"1006400000","094153","45","EUR","TNE","",
"1006400000","094154","45","EUR","TNE","",
"1602311100","094217","8.5","","","",
"1602311900","094217","8.5","","","",
"1602313000","094217","8.5","","","",
"1602319000","094217","8.5","","","",
"1602311100","094218","8.5","","","",
"1602311900","094218","8.5","","","",
"1602313000","094218","8.5","","","",
"1602319000","094218","8.5","","","",
"1602321100","094251","630","EUR","TNE","",
"1602321100","094261","630","EUR","TNE","",
"1602321900","094214","8","","","",
"1602321900","094215","8","","","",
"1602321900","094216","8","","","",
"1602323000","094252","10.9","","","",
"1602323000","094254","10.9","","","",
"1602323000","094260","10.9","","","",
"1602329000","094253","10.9","","","",
"1602329000","094255","10.9","","","",
"1602329000","094262","10.9","","","",
"1602392100","094257","630","EUR","TNE","",
"1602392900","094256","10.9","","","",
"1602392900","094263","10.9","","","",
"1602398500","094258","10.9","","","",
"1602398500","094264","10.9","","","",
"1602398500","094259","10.9","","","",
"1602398500","094265","10.9","","","",
"1701000000","094321","0","","","",
"0202203081","094057","20","","","",
"0202203082","094057","20","","","",
"0202301081","094057","20","","","",
"0202301082","094057","20","","","",
"0202305081","094057","20","","","",
"0202305082","094057","20","","","",
"0202309041","094057","20","","","",
"0202309042","094057","20","","","",
"0202309070","094057","20","","","",
"0206299133","094057","20","","","",
"0206299135","094057","20","","","",
"0206299151","094057","20","","","",
"0206299159","094057","20","","","",
"0202203083","094058","20","","","","994.5","EUR","TNE","",
"0202203084","094058","20","","","","994.5","EUR","TNE","",
"0202301083","094058","20","","","","1554.3","EUR","TNE","",
"0202301084","094058","20","","","","1554.3","EUR","TNE","",
"0202305083","094058","20","","","","1554.3","EUR","TNE","",
"0202305084","094058","20","","","","1554.3","EUR","TNE","",
"0202309043","094058","20","","","","2138.4","EUR","TNE","",
"0202309044","094058","20","","","","2138.4","EUR","TNE","",
"0202309075","094058","20","","","","2138.4","EUR","TNE","",
"0206299137","094058","20","","","","2138.4","EUR","TNE","",
"0206299138","094058","20","","","","2138.4","EUR","TNE","",
"0206299161","094058","20","","","","2138.4","EUR","TNE","",
"0206299169","094058","20","","","","2138.4","EUR","TNE","",
"0406900100","094594","83.5","EUR","DTN","",
"0406900100","094515","17.06","EUR","DTN","",
"1701131000","094317","98","EUR","DAP","",
"1701141000","094317","98","EUR","DAP","",
"1701131000","094318","98","EUR","DAP","",
"1701141000","094318","98","EUR","DAP","",
"1701131000","094320","98","EUR","DAP","",
"1701141000","094320","98","EUR","DAP","",
