"091100","MA","2019-04-13","2019-12-31","262","147000.00","KGM","3","Y","90","",""
"091101","MA","2019-05-01","2019-05-31","30","136000.00","KGM","3","Y","90","",""
"091103","MA","2019-04-13","2020-12-31","628","59000.00","KGM","3","Y","90","",""
"091104","MA","2019-04-13","2019-05-31","48","9075000.00","KGM","3","Y","90","",""
"091118","MA","2019-04-13","2019-04-30","17","294000.00","KGM","3","Y","90","",""
"091130","MA","2019-11-01","2020-02-29","120","23835000.00","KGM","3","Y","90","",""
"091133","MA","2019-04-13","2019-04-20","7","302000.00","KGM","3","Y","90","",""
"091137","MA","2019-04-13","2019-05-31","48","529000.00","KGM","3","Y","90","",""
"091193","MA","2019-04-13","2019-05-31","48","989000.00","KGM","3","Y","90","",""
"091100","MA","2020-01-01","2020-12-31","365","147000.00","KGM","3","Y","","",""
"091101","MA","2020-05-01","2020-05-31","30","136000.00","KGM","3","Y","","",""
"091103","MA","2020-01-01","2020-12-31","365","59000.00","KGM","3","Y","","",""
"091104","MA","2019-11-01","2020-05-31","212","9075000.00","KGM","3","Y","","",""
"091118","MA","2020-04-01","2020-04-30","29","294000.00","KGM","3","Y","","",""
"091130","MA","2020-11-01","2021-02-28","119","23835000.00","KGM","3","Y","","",""
"091133","MA","2019-10-01","2020-04-20","202","302000.00","KGM","3","Y","","",""
"091137","MA","2019-11-01","2020-05-31","212","529000.00","KGM","3","Y","","",""
"091193","MA","2019-11-01","2020-05-31","212","989000.00","KGM","3","Y","","",""

